gene_name,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8,Z_9,Z_10,Z_11,Z_12,Z_13,Z_14,Z_15,Z_16,Z_17,Z_18,Z_19
Larp7,-0.01950361,-0.112832755,-0.05639702,0.010706253,0.19731835,0.22555208,-0.0115352,-0.050712768,-0.24791314,0.009894968,0.039762013,-0.40319788,-0.12023223,0.31116495,-0.054526467,0.06462555,0.093223415,0.072037004,-0.010816044,-0.06238157
Pitx2,0.109021425,0.47614977,0.118950546,0.10097357,0.06716876,0.21966885,-0.22205885,-0.07619945,-0.7394774,-0.19554274,-0.26042625,-0.22863641,-0.27844256,-0.023053924,0.04865264,0.36474076,-1.0363157,0.46804428,-0.3056608,-0.0016447268
Lef1,0.35506585,-0.3523476,-0.042064384,0.13729037,0.20697038,0.2142064,-0.13201125,-0.00602569,-0.45657513,-0.17107688,0.023853576,-1.078181,-0.3169821,-0.20398253,-0.16749625,0.115598544,-0.031753823,-0.14164658,-0.06879478,-0.022284413
Slc39a8,-0.60276234,0.33783215,-0.07948803,-0.3913467,-0.09168905,0.10977768,-0.10539516,-0.22234075,-0.022256384,0.042004943,0.11219197,-0.16320133,-0.2983653,0.20203944,0.31222183,-0.08220049,-0.37654814,-0.09312901,-0.05088955,-0.0005011451
Mttp,-0.2315248,-0.0358037,-0.01835334,0.060897868,0.25345385,0.25225565,-0.15155603,-0.07213069,-0.13349563,-0.13420194,0.027349005,0.1500254,-0.38664716,0.27729997,-0.11195597,0.04851511,-0.30407265,-0.15764445,0.059290186,0.05284227
Pdlim5,-0.0398769,-0.08488136,0.0872044,-0.024007324,0.22587019,-0.02729926,-0.026285069,-0.21705323,-0.0031446735,-0.29939964,0.078580245,-0.13012037,-0.15339419,0.020434247,-0.0001545489,0.3178035,-0.010692758,0.039893072,0.23356602,0.07530749
Lmo4,0.1539353,0.028354628,-0.05477215,0.07287665,0.3151187,0.19069707,-0.06939155,-0.12260724,-0.17279674,-0.12303983,-0.003976885,-0.16833329,0.0072681736,0.2206919,-0.18789029,0.03939326,0.33334062,0.10248729,-0.11842959,0.069816716
Cyr61,0.4046654,-0.01733937,0.108717225,-0.18900485,0.4534006,0.3073357,-0.17879581,-0.2630525,-0.116890416,0.032277875,-0.09274434,-0.23923197,0.19025284,0.036546543,-0.40212098,0.025550736,0.2700011,0.26111707,0.17330322,-0.09758098
Ddah1,-0.38581708,-0.0907472,-0.017302582,-0.14474295,0.29737392,0.33078423,0.008725897,-0.12708038,-0.0043624714,-0.05244131,0.05281856,0.10234858,0.30874038,0.5400216,-0.012754541,0.06990898,0.38073528,-0.16591206,0.0056086187,-0.07362638
Ssx2ip,-0.49657232,0.14055935,0.0049031377,-0.10832418,0.13808322,0.17974435,-0.047497403,-0.1542431,-0.18508849,-0.03865973,0.06502958,-0.45828784,0.046324708,0.27762967,0.18467715,0.10457799,0.17984754,-0.056987848,-0.013617224,-0.1027249
Gipc2,0.011033664,-0.23657072,0.015026801,-0.031489756,-0.026210759,0.24173711,-0.090650626,-0.15648825,-0.2548817,-0.13837543,-0.028282145,0.36764592,-0.14303851,0.48852623,0.053793173,-0.07955907,-0.82768637,-0.4064156,-0.013657155,0.106126025
Wls,0.26863378,0.16451405,-0.10875271,0.18478604,0.12305384,0.2313319,-0.20136529,-0.107656255,-0.07209286,-0.009987572,0.0065628053,-0.09517655,-0.095593475,-0.015555133,-0.26744333,0.052665852,-0.066492625,-0.11014717,0.07415073,-0.005356352
Plekhf2,-0.07773504,-0.3323655,-0.028721409,0.0017560454,0.10502474,0.2867045,-0.11801808,-0.15477195,-0.121105425,-0.056742772,0.08585846,0.027151264,-0.14102265,0.3199615,0.015471522,0.11990549,0.14288232,0.21938306,-0.019400122,-0.19265907
Cpne3,0.09182026,-0.14941365,-0.034249544,-0.05513119,0.2522791,0.22315267,-0.07543597,-0.07100614,-0.14743683,-0.11281167,0.07317135,0.21191703,0.11813559,0.22491571,-0.12241913,0.075913355,0.32042375,0.04504019,-0.019296607,-0.039874014
Rragd,-0.34697533,0.23146842,-0.0781143,0.0075687976,0.34178603,0.18135655,-0.050814148,-0.060353294,-0.4122031,-0.095823586,0.15372081,-0.9729779,-0.19106573,0.27470928,-0.38063398,0.3037003,-0.0069152787,0.10456215,-0.0135782305,-0.050871484
Aqp3,-0.6152719,-0.14872521,0.04399936,-0.0005503357,0.16955727,0.21458039,-0.2033913,-0.040588886,-0.43674174,0.07833154,-0.015049415,0.60482365,-0.19761248,0.22022693,0.044895954,-0.05167683,-0.235028,-0.5069297,-0.0013931333,0.14006428
Cntfr,0.33363995,-0.048202783,0.1263571,0.261455,0.40549615,0.29437304,0.115551114,-0.02160545,-0.2011871,0.19099325,0.07993531,-1.0063859,0.06990196,0.42680234,-0.47681975,0.3116455,-0.20352317,-0.5790821,-0.048490297,-0.026544875
Tpm2,0.2529749,-0.033741612,0.023041809,0.064447805,0.24086511,0.13769963,-0.041443482,-0.113280624,-0.26878566,-0.059646375,-0.0417063,-0.33223754,0.15062666,0.3420048,-0.1593294,0.27173555,-0.08545224,0.014619874,-0.008904477,-0.0410711
Creb3,0.13057068,-0.064060725,-0.0028929198,-0.0966525,0.20950375,0.17176668,-0.048032004,-0.032640494,-0.18645966,-0.04972564,-0.006302761,0.12524132,-0.08295671,0.21059784,0.06921098,0.25203967,-0.20906442,0.02401079,-0.011597938,-0.03871419
Glipr2,-0.05916804,0.122352965,-0.082983576,-0.39817253,0.23120402,0.27040452,-0.10004395,-0.062312935,-0.2941208,-0.011564633,-0.1221974,-0.65957564,0.36070716,-0.018053785,0.2276498,0.19064987,0.32466826,0.19593282,-0.029521901,0.11457321
Clta,-0.023553573,-0.11026081,-0.05335189,0.03544201,0.24198465,0.22571371,-0.024731515,-0.0985135,-0.18897061,-0.065562285,-0.0013348284,-0.12435893,-0.07862132,0.260909,0.08403588,0.10582887,0.084562875,0.03782789,-0.014521836,-0.09430405
Tomm5,-0.130617,-0.069020845,-0.06996005,0.073032945,0.26105088,0.24543336,-0.0070998506,-0.08965996,-0.21768117,-0.10299284,0.009328759,-0.15986362,-0.092469335,0.28748447,0.13551904,0.09812581,0.057458412,0.039303884,-0.058179125,-0.11729355
Igfbpl1,0.21532246,-0.018383702,0.20717286,0.4511295,0.22284198,0.16536911,0.04224544,-0.41801557,-0.11392835,-0.3585278,0.23062856,-0.7223178,-0.22163117,0.0832575,-0.44036373,-0.06372882,-0.29853836,-0.26460898,0.19749816,0.15883386
Aldob,-0.41061026,-0.3847565,0.06421703,0.09105217,0.16700625,0.2407506,-0.038977977,-0.080364704,-0.30717978,-0.045062263,-0.0028316942,0.42262784,-0.13178329,0.4144591,0.17324385,0.045998868,-0.7692722,-0.69505566,-0.027829226,0.3022443
Tmem245,-0.21423966,-0.024163911,-0.010102639,-0.10149126,0.5840225,0.25293517,-0.033114936,-0.10902327,-0.2105945,-0.14409514,-0.033218283,-0.047784265,-0.08500148,0.04863275,-0.3236674,0.018683745,-0.026549226,0.12164872,-0.0680112,-0.22444172
Lpar1,0.12618373,0.13630943,-0.06192208,0.085467964,0.14993688,0.20755239,-0.13763371,-0.18779239,-0.038447224,-0.09226586,-0.16145214,0.07372014,-0.44367763,0.23182634,-0.25236952,-0.14015153,-0.2318933,-0.33106717,-0.03343287,0.13813062
Alad,-0.23854728,0.12874104,-0.0056236912,-0.014333951,0.14575283,0.20372958,-0.03784188,-0.034963973,-0.26314855,-0.058454014,0.035230234,-0.28376374,-0.06510836,0.24407724,0.15933605,0.15301411,0.24157326,0.032519013,-0.021599757,-0.11135108
Psip1,0.03271578,-0.11226383,-0.04766766,0.06849349,0.24193226,0.25477767,-0.030795671,-0.11414382,-0.26451537,-0.07257208,0.014928978,-0.47589806,-0.081170216,0.28669122,-0.07546807,0.106062844,0.19017676,0.052657165,-0.008758327,-0.07966143
Plin2,-0.19646221,0.15402098,-0.057740625,-0.20543024,0.088496685,0.26382312,-0.06468385,-0.07431688,-0.31863707,-0.027410092,-0.0065618125,-0.13451017,-0.1337534,0.13295521,0.1363758,0.17764623,0.12823464,-0.10525851,-0.00074861536,-0.0002640308
Mllt3,-0.3650984,0.350532,0.11789996,-0.07142155,0.052506644,0.32473502,-0.021795124,0.02500162,-0.3732069,-0.08667486,0.100194246,-0.17885374,-0.33194247,-0.03746004,-0.05224137,0.22783092,0.43702167,-0.27061832,0.01136539,-0.07078247
Cdkn2a,-0.110589765,-0.49780974,0.061632946,-0.13902786,-0.09457678,0.17239664,0.010847829,-0.30981836,-0.3244389,-0.091377765,0.053710435,0.8495402,0.29485995,0.44582716,-0.18098179,-0.16237752,0.018072506,0.21041985,0.017215775,0.18657197
Jun,0.13117395,0.1210096,0.015186933,-0.21027891,0.5155894,0.29068512,-0.16184868,-0.22010121,-0.14730923,0.071077175,-0.10803351,-0.34967548,-0.038553875,0.099470586,-0.12956147,-0.012860001,-0.0030731908,0.28311893,0.26918703,-0.20125169
L1td1,-0.3002211,-1.0683167,-0.013553039,0.059213914,0.43133286,0.23629703,0.100187965,-0.045213636,-0.31858754,-0.06630975,0.11781403,0.16362832,0.030334804,0.50285727,-0.38753486,0.12205102,-0.20492831,0.31939173,0.037753597,-0.21943991
Plpp3,0.3624874,0.15696421,0.0095612155,-0.057664953,0.4138906,0.24028617,-0.0083789,0.017937314,-0.1599195,0.06140895,-0.10803671,-0.05412478,-0.13811183,0.1603066,-0.29237202,-0.02919926,0.106864505,-0.058688924,-0.0436228,0.120338984
Gpx7,0.4712368,-0.14548533,-0.020741705,0.013977775,0.24713024,0.22732702,0.058196858,-0.06010422,-0.21202065,-0.016066622,0.004314458,-0.60028666,-0.046930578,0.08028784,-0.21209507,0.14267945,-0.14663237,-0.12757166,0.03796885,0.033094082
Txndc12,0.27403373,-0.11416278,0.0051905564,0.003593202,0.2343121,0.21768023,-0.007606419,-0.074068755,-0.12839165,-0.07791336,-0.035855055,-0.13691053,-0.18635464,0.33276495,-0.14084738,0.07227792,-0.14850964,0.09686155,-0.007431114,-0.08695152
Bend5,0.17668891,0.07631147,-0.008020699,0.25599718,0.07316546,0.17880131,-0.011639727,-0.048081778,-0.17345728,-0.15594141,-0.025926372,-0.028841147,-0.3242573,0.45372307,-0.17259666,0.24125111,-0.5221575,-0.14253388,-0.027162801,-0.028687136
Tal1,-0.5282172,0.1199436,0.1668496,-0.52497745,0.21069081,0.13685423,-0.092696145,0.3006959,-0.083866216,0.039055627,0.27664503,-1.0621738,0.14189762,0.077034205,0.7732969,-0.40608504,0.031440843,-0.1900003,-0.035755932,-0.23544051
Prdx1,-0.010476168,-0.14236213,-0.069603026,0.046268445,0.22000647,0.23782994,-0.0746996,-0.11357191,-0.22980624,-0.06429477,0.0019152955,-0.2822393,-0.123257905,0.30091196,0.09452498,0.10929914,0.099984005,0.08180853,-0.016906418,-0.10288296
Atp6v0b,-0.16535364,-0.08534649,-0.01078703,-0.045747135,0.23597679,0.22173946,-0.012015425,-0.080758154,-0.18696886,-0.06659645,0.03545076,0.007463175,-0.1235017,0.30856106,0.07226977,0.12723088,-0.0094180945,0.034574687,-0.033519857,-0.0896273
Elovl1,-0.12164236,-0.024828397,-0.08607649,-0.12883691,0.18586394,0.16574909,-0.07515666,-0.05208467,-0.13853662,-0.07669698,-0.0634641,0.22021577,0.003889971,0.05941612,0.16287361,0.104381464,-0.057368305,-0.028359609,0.026618788,-0.06488106
2610528J11Rik,-0.21051656,-0.5006725,0.021078534,-0.0772097,0.075106084,0.22664113,0.0057564527,-0.08672501,-0.37969276,-0.23246063,0.00724488,0.5286012,-0.16327646,0.7125561,-0.13126794,-0.009319597,-0.4426926,0.054631762,-0.05054301,0.034840245
Tmem125,-0.041143924,-0.43288597,-0.056861907,-0.029689427,-0.04617202,0.11624169,-0.0035041024,0.024617437,-0.13153337,-0.31107134,0.19482103,0.6900761,-0.016621768,0.74183786,-0.29945433,0.054850616,-0.13518465,0.273955,-0.070217334,-0.113202244
Slc2a1,0.01763392,-0.006292021,-0.17368102,-0.09377294,0.20027699,0.31696317,-0.06743971,-0.07449378,-0.18441147,-0.08884461,0.04133486,-0.15277943,0.05104222,0.36821783,-0.1657498,0.18637261,0.11642941,-0.09905786,-0.013447269,-0.053135075
Cited4,-0.98345476,0.30240554,0.03796247,-0.2767846,0.044034146,0.14726631,-0.12504786,-0.13776927,0.0009737791,-0.08697734,0.08669907,-0.3070955,0.12801464,0.43907046,0.32575026,-0.030296043,-0.0759262,-0.5892169,0.049741797,-0.12051795
Mycl,0.12523283,-0.37144858,0.07869239,0.37130365,0.063147716,0.38579735,0.0373605,-0.17309356,-0.09827599,-0.24934752,0.055689428,-0.6567018,-0.15893152,0.26736012,-0.33396673,0.18415792,0.3381824,0.18545873,0.09589951,0.028451588
Pou3f1,-0.0015242764,-0.5553196,0.13883713,0.081369095,0.697938,0.33825365,-0.010640411,0.07888651,-0.2728115,-0.19839495,0.14638944,-0.22258978,0.25636655,0.8484873,-0.5197479,0.065796785,0.40108883,0.27115765,-0.059399102,0.033913437
Oscp1,0.22281007,-0.078279816,0.02904791,-0.06818922,0.10989436,0.12290386,0.029720256,0.05769707,-0.16225633,0.14485063,0.1644934,-0.49488762,-0.23271793,0.21360564,-0.25715077,0.16215214,0.22392572,0.009168152,0.07179603,0.14626028
Eva1b,0.4662558,-0.12560421,0.05801747,-0.11540248,0.2981111,0.18346505,0.0633189,-0.100374736,-0.16044189,-0.0509989,-0.05488095,0.08930145,-0.037167527,0.2740328,0.06184166,0.07563566,-0.1655418,-0.08457853,-0.19910099,-0.15494315
Gjb3,0.20414482,-0.24550477,-0.017176582,0.28394854,0.0055171633,0.13489412,-0.07921737,0.07247452,-0.27299726,0.015988465,-0.0010477256,0.16483909,0.8296702,0.15558699,-0.557446,-0.10057289,0.36363992,0.23918939,0.047511153,-0.28651062
Gjb5,0.2132369,-0.24440208,0.07902085,0.105690956,0.16768548,0.14053889,-0.101710916,0.047210768,-0.3727098,0.03176205,-0.25328034,0.21072517,0.9223962,-0.15951571,-0.46554866,0.10927685,0.41652623,0.19726153,-0.07708254,0.002733263
Tmem54,-0.072340555,-0.6527774,-0.09276111,0.034488637,0.013617788,-0.06458633,-0.12645227,0.005890745,-0.3839206,-0.16187651,-0.022690132,0.16664818,0.3492818,0.7844952,-0.68198055,0.083249144,0.09131852,0.36520687,-0.089574166,-0.4362137
Zbtb8a,0.321965,-0.52993613,-0.1020005,-0.032036297,0.19251898,0.27757162,-0.15882663,-0.07929902,-0.5627314,-0.14534189,0.050369598,-0.653943,-0.1288652,0.44985762,-0.20275211,0.032311443,0.013004956,0.20696855,-0.023308892,-0.044326905
Tinagl1,0.22048506,-0.061470617,-0.0806209,-0.16547547,0.13436355,0.18624336,-0.04855305,0.073917955,-0.08673513,-0.1447694,-0.18470615,0.96803343,0.46361762,0.25253737,-0.22088681,0.36580724,-0.0045714853,0.17838213,-0.09455265,0.03913789
Fabp3,-0.33362737,-0.42003357,0.07762599,0.18412067,0.29685923,0.1661335,0.011813018,-0.19496693,-0.13050237,-0.010421649,-0.1613711,0.2202556,0.5567956,0.43192503,-0.13393663,0.2130069,0.19991903,0.22120433,0.014534033,0.09416009
Sfn,-0.003083703,-0.7482977,-0.02047579,-0.115659356,-0.16652866,0.030916067,-0.1404089,0.031626333,-0.36434862,-0.16976616,-0.06999218,0.0904948,0.34663025,0.40995225,-0.5321878,0.055937853,0.3649725,0.5559606,-0.022754908,-0.29993185
Sh3bgrl3,-0.009616473,-0.04817314,-0.05887559,-0.025019683,0.2357833,0.23507607,0.039300058,-0.099327624,-0.18604334,-0.08623139,-0.016660728,-0.28575715,0.022876818,0.24855101,0.13158181,0.088773265,0.04509149,0.015468488,-0.024794718,-0.13569564
Grrp1,0.446102,-0.3334872,0.18250091,0.10891796,0.25185284,0.14660743,0.028028032,0.079046234,0.24041663,0.16514164,-0.018988328,-1.1745614,-0.18751048,0.20623054,0.014115315,-0.05574827,-0.29599732,0.0115174195,-0.046782658,-0.25842327
Id3,0.25821128,-0.108187295,-0.024472272,0.21157971,0.23629366,0.23828122,-0.06714472,-0.10732315,-0.22858754,-0.06636195,0.032996695,-0.30432656,-0.16055803,0.34207565,-0.06799822,0.034030985,-0.31355983,-0.055351447,0.0063534193,-0.20381655
Tcea3,-0.13456285,-0.6092294,0.17436929,0.2849529,-0.06500591,0.008321238,0.06480457,-0.35896268,-0.27435586,-0.13711044,-0.08785946,-0.18466438,-0.33478045,-0.031244883,-0.45269713,0.29073557,0.20793402,0.1608216,0.13457334,0.028199406
Pqlc2,-0.15102525,-0.26878625,0.016624147,-0.053556778,0.16774218,0.201958,-0.097386144,-0.036487557,-0.20225716,-0.022329891,0.007838298,0.3128477,-0.2176624,0.30247444,-0.13427547,0.1329153,-0.29731232,-0.017010842,-0.025392158,-0.029056014
Mfap2,0.43700814,0.1735765,0.13025017,-0.03429928,0.27280965,0.13172935,-0.0075506796,-0.0884656,-0.3664742,-0.040752124,-0.09904436,-1.1385083,-0.16446356,0.3119618,-0.34041557,0.086323276,-0.16615534,-0.2776763,-0.06257127,-0.07749265
Gm13075,-0.33631966,-0.35205594,-0.10804781,0.044350028,0.6696399,0.4272592,-0.048963256,0.00063734775,-0.19891629,-0.034783747,-0.020461101,-0.35295498,-0.12943567,0.1376705,-0.19159226,-0.20932081,0.15403867,0.119262464,-0.39487597,-0.16185482
Efhd2,0.014981821,0.06287811,-0.03519847,-0.108007364,0.2206047,0.17735097,-0.08370568,-0.19842006,-0.21520826,-0.011725499,0.07542189,-0.02568227,0.30139828,0.15270558,0.1418064,0.25426513,-0.022393854,0.14523113,-0.09975517,-0.07683554
Tmem51,0.029668124,-0.2472077,0.0430881,0.051671468,0.20242414,0.03691252,-0.09194749,-0.057145372,-0.19004178,-0.03880764,0.010097736,0.22370222,-0.110966355,0.406764,-0.1692257,0.17091466,-0.15019484,0.27333835,-0.10960285,0.07160773
Pdpn,0.02357637,-0.2841361,-0.16807531,-0.09865092,0.08425902,0.2628739,-0.1267241,-0.24310662,-0.26766676,-0.049377546,-0.21697982,0.04287695,-0.22564244,0.42352134,-0.4700751,0.26143208,-0.48081255,-0.0029262602,0.014504128,-0.11709549
Zfp979,-0.12644506,-0.30235058,-0.05188576,-0.073758684,0.40619162,0.24837667,-0.23167701,-0.090291925,-0.20150845,-0.099293165,0.049528543,-0.5909609,0.031980895,0.29886717,0.18073131,0.07018793,0.30530572,0.09861237,-0.055966023,-0.18100597
Agtrap,-0.07830053,-0.58003545,-0.05580802,0.03629475,0.29994717,-0.013774997,0.069901675,-0.038291547,-0.17202333,-0.04851769,0.023718499,-0.0886333,-0.15543921,-0.007993528,-0.105632186,0.22643237,-0.015153098,0.35021234,0.024331324,0.039952252
Errfi1,0.20720752,-0.08571141,-0.019505935,-0.02542542,0.13395083,0.19139236,-0.19111569,-0.14991172,-0.2323565,-0.079121254,0.05980938,0.087145306,0.047662683,0.38445956,-0.07760271,0.026427357,0.39642313,0.078443274,-0.099879466,-0.100197405
Espn,-0.123290494,-0.15016378,0.08093838,-0.113786526,-0.13313517,-0.06395204,-0.15239796,-0.15047166,-0.3120595,-0.18796144,0.02714476,0.16024755,-0.35805124,0.76779515,-0.21276093,-0.046108495,-0.41369408,-0.11739906,0.036533542,-0.254762
Hes3,-0.11102333,0.09728249,-0.018345455,0.34278953,0.052731644,0.587026,0.04153196,-0.21759914,0.036294855,0.05781922,0.14265364,-0.80396,0.123459816,0.47494888,-0.85318184,0.2442834,0.38054365,-1.4196653,-0.10615016,0.032391876
Smim1,-0.6770579,0.35227123,-0.091624446,-0.22530788,0.11856235,0.24008411,0.06628053,-0.105183885,-0.3044033,-0.15518697,0.010651107,0.17422761,0.36067972,0.2270751,0.29145053,0.23306923,-0.036344573,-0.1577891,-0.045200482,-0.12890726
Steap1,0.23062982,0.0035409834,-0.17975397,-0.19750631,0.20505331,0.24790037,-0.10950424,0.0569434,-0.26068705,-0.08226546,-0.055025864,0.25874817,-0.14407536,0.04943628,-0.1749606,0.39332405,-0.06141892,-0.09077455,-0.13513242,0.048528485
Sri,-0.02477318,0.056031816,-0.035972018,-0.0885885,0.12740445,0.16449974,-0.019926488,-0.10309334,-0.21329086,-0.05005198,0.018410103,-0.0447373,-0.10921823,0.20595296,0.14393534,0.15989643,-0.012819286,-0.011605023,-0.024705894,-0.0283024
Crot,0.2149206,-0.27812755,-0.050873186,0.097762704,0.08293887,0.24726516,-0.17516032,-0.11192253,-0.12036906,0.07862363,0.010036147,-0.13786781,-0.19950785,0.09740989,-0.034808356,0.2029233,0.063878894,-0.03406985,0.16079174,-0.13359205
Smarcd3,0.33931383,0.35477102,-0.11750601,0.18238735,0.31906176,-0.019424113,-0.073001094,-0.32026443,-0.26126394,0.11926388,0.28439283,-0.2590462,0.27872065,-0.32624012,-0.024290672,0.17601234,-0.69503504,-0.30855277,0.06131136,0.30738115
Slc35f6,-0.038835187,-0.117455885,-0.06041734,0.019610219,0.24213864,0.12913285,-0.17734188,-0.033244494,-0.1911152,-0.027512463,0.027470596,0.21594864,-0.18177807,0.28369123,-0.083881095,0.17931058,-0.16627997,-0.067059115,0.015508381,0.0052856165
Emilin1,0.33129215,0.10687576,0.0773323,-0.06626275,0.5769283,0.17508742,-0.07223574,0.055724032,-0.16925365,-0.13979785,-0.04482703,0.0500387,-0.105956145,0.3179805,0.34376767,-0.016246991,-0.26248157,-0.15273768,-0.13030002,-0.15854494
Cgref1,-0.09905772,-0.36599156,0.03637228,-0.06697692,0.18088038,0.08473291,-0.05223169,-0.06562679,-0.18139657,-0.031620517,0.083698355,0.34424612,-0.13503331,0.5414029,-0.18681492,0.22701421,-0.370891,-0.087243214,-0.089479044,0.021018555
Gm1673,0.518483,0.039248575,0.099272266,0.09636402,0.18178676,0.16177745,0.15376842,-0.15076824,-0.15754147,-0.03817499,0.0077097123,-0.024594449,0.15255968,0.26603377,-0.30104518,0.05698816,0.77077806,-0.055712655,-0.05035164,0.1510746
Lrpap1,-0.061396707,0.0007592904,-0.15250981,-0.01592093,0.13014874,0.28320765,-0.029443951,-0.13954306,-0.1881704,-0.018510293,-0.009021267,-0.052187514,-0.10878792,0.22056232,-0.1829383,0.16651434,-0.3745401,0.06988943,0.0124512445,-0.11831228
Msx1,0.080854714,0.16193469,-0.084962696,0.40020922,-0.11745031,0.34021673,-0.051658317,0.073971845,-0.095691115,-0.14637248,-0.0032413767,-0.07281689,-0.17937423,-0.29552627,-0.22188812,0.2202448,-0.52314985,-0.28411126,-0.03216683,-0.37944704
0610040J01Rik,0.095058106,-0.22548993,0.05621903,0.03815831,-0.035309426,0.1345008,-0.07995987,0.031559575,-0.20099628,-0.018440446,0.17690784,0.46407124,-0.24807079,0.5251787,-0.22179921,-0.08691723,-0.07276659,-0.1678261,-0.08819077,-0.061400592
Ugdh,0.2557266,-0.054303154,-0.0539593,0.11035977,0.12052618,0.41299605,-0.1512408,-0.03275105,-0.31673348,-0.012399613,0.013970908,-0.26388732,-0.11191846,0.15442316,-0.0071214265,0.2690109,-0.32028088,-0.07239891,-0.039699294,-0.0056293863
Smim14,0.18464227,0.098877884,-0.048564713,-0.08167145,0.06732239,0.37561178,0.018179392,0.005576482,-0.26822376,-0.024669327,0.024672382,-0.2868143,-0.2874375,0.30966878,-0.24213755,0.24854054,-0.47744796,-0.12304481,0.064534314,0.106053494
Rbm47,-0.31425261,-0.47409198,0.06398678,-0.008541875,-0.06259574,0.028756073,-0.017110357,-0.06548466,-0.20675434,0.045763336,0.10002182,0.49365672,-0.3690745,0.3428166,-0.3122511,0.031255692,-0.17726989,0.5793512,-0.23199098,-0.085805684
Uchl1,0.19630644,-0.0713879,0.13266143,-0.05456256,0.16102067,0.27448675,0.010545683,-0.105906084,-0.5025468,-0.2709198,0.07081833,-0.9066742,-0.24040057,0.70026404,-0.5554034,0.22729039,0.06722276,-0.28544518,0.1493496,-0.095652
Pdgfra,0.10599853,0.31755272,0.10641091,0.301742,0.45717,-0.05687166,-0.048685975,-0.17995676,-0.23814388,-0.046319738,-0.18651825,-0.08693011,-0.3468204,-0.5790123,-0.11911241,0.16891623,-0.6797636,-0.08154523,-0.08131675,0.13894273
C530008M17Rik,0.3500951,0.14269184,-0.110108286,-0.15837094,0.17562391,0.27135226,0.03911026,-0.22923261,-0.2546697,-0.25140664,0.25766185,-0.8210561,0.051566575,0.0036151023,-0.18644321,0.04401459,-0.30933332,-0.088239424,0.053475566,0.03639798
