ENSMUSG00000025900
ENSMUSG00000026245
ENSMUSG00000100562
ENSMUSG00000026248
ENSMUSG00000067158
ENSMUSG00000026150
ENSMUSG00000101315
ENSMUSG00000053161
ENSMUSG00000026220
ENSMUSG00000070034
ENSMUSG00000026222
ENSMUSG00000026224
ENSMUSG00000026227
ENSMUSG00000026229
ENSMUSG00000026241
ENSMUSG00000036480
ENSMUSG00000026254
ENSMUSG00000079434
ENSMUSG00000101942
ENSMUSG00000036251
ENSMUSG00000026295
ENSMUSG00000099553
ENSMUSG00000099378
ENSMUSG00000034486
ENSMUSG00000026301
ENSMUSG00000044337
ENSMUSG00000101997
ENSMUSG00000034432
ENSMUSG00000090550
ENSMUSG00000026304
ENSMUSG00000034343
ENSMUSG00000026309
ENSMUSG00000100253
ENSMUSG00000007805
ENSMUSG00000026260
ENSMUSG00000073616
ENSMUSG00000101995
ENSMUSG00000084989
ENSMUSG00000026275
ENSMUSG00000034088
ENSMUSG00000100009
ENSMUSG00000100247
ENSMUSG00000044594
ENSMUSG00000062345
ENSMUSG00000026374
ENSMUSG00000026377
ENSMUSG00000036962
ENSMUSG00000050777
ENSMUSG00000026385
ENSMUSG00000036907
ENSMUSG00000058665
ENSMUSG00000099957
ENSMUSG00000001674
ENSMUSG00000026341
ENSMUSG00000026348
ENSMUSG00000051590
ENSMUSG00000099760
ENSMUSG00000026353
ENSMUSG00000026354
ENSMUSG00000026355
ENSMUSG00000026356
ENSMUSG00000087691
ENSMUSG00000099556
ENSMUSG00000100106
ENSMUSG00000026415
ENSMUSG00000026430
ENSMUSG00000026432
ENSMUSG00000026434
ENSMUSG00000090208
ENSMUSG00000041577
ENSMUSG00000100987
ENSMUSG00000041559
ENSMUSG00000020423
ENSMUSG00000026459
ENSMUSG00000042305
ENSMUSG00000026457
ENSMUSG00000026429
ENSMUSG00000031506
ENSMUSG00000026424
ENSMUSG00000062580
ENSMUSG00000041801
ENSMUSG00000026418
ENSMUSG00000026414
ENSMUSG00000026411
ENSMUSG00000097315
ENSMUSG00000104509
ENSMUSG00000026395
ENSMUSG00000026394
ENSMUSG00000099510
ENSMUSG00000070594
ENSMUSG00000026365
ENSMUSG00000018196
ENSMUSG00000018189
ENSMUSG00000026358
ENSMUSG00000026357
ENSMUSG00000006005
ENSMUSG00000093650
ENSMUSG00000102095
ENSMUSG00000023150
ENSMUSG00000026484
ENSMUSG00000014980
ENSMUSG00000008475
ENSMUSG00000042684
ENSMUSG00000042671
ENSMUSG00000042641
ENSMUSG00000026473
ENSMUSG00000100014
ENSMUSG00000099933
ENSMUSG00000033701
ENSMUSG00000050565
ENSMUSG00000060985
ENSMUSG00000103705
ENSMUSG00000026601
ENSMUSG00000033544
ENSMUSG00000087093
ENSMUSG00000047661
ENSMUSG00000015829
ENSMUSG00000066755
ENSMUSG00000103393
ENSMUSG00000090260
ENSMUSG00000040225
ENSMUSG00000040181
ENSMUSG00000026586
ENSMUSG00000040113
ENSMUSG00000026581
ENSMUSG00000026576
ENSMUSG00000026574
ENSMUSG00000026573
ENSMUSG00000040843
ENSMUSG00000026566
ENSMUSG00000040723
ENSMUSG00000103686
ENSMUSG00000040713
ENSMUSG00000026558
ENSMUSG00000102909
ENSMUSG00000052428
ENSMUSG00000026687
ENSMUSG00000026688
ENSMUSG00000026686
ENSMUSG00000026678
ENSMUSG00000038530
ENSMUSG00000102418
ENSMUSG00000070524
ENSMUSG00000038421
ENSMUSG00000104340
ENSMUSG00000026649
ENSMUSG00000058076
ENSMUSG00000038370
ENSMUSG00000005681
ENSMUSG00000058715
ENSMUSG00000013593
ENSMUSG00000062963
ENSMUSG00000091993
ENSMUSG00000038209
ENSMUSG00000038179
ENSMUSG00000015355
ENSMUSG00000073492
ENSMUSG00000003464
ENSMUSG00000092085
ENSMUSG00000007097
ENSMUSG00000026547
ENSMUSG00000026546
ENSMUSG00000070504
ENSMUSG00000043263
ENSMUSG00000026536
ENSMUSG00000026535
ENSMUSG00000054203
ENSMUSG00000026532
ENSMUSG00000050788
ENSMUSG00000050069
ENSMUSG00000026526
ENSMUSG00000026523
ENSMUSG00000104157
ENSMUSG00000015962
ENSMUSG00000015961
ENSMUSG00000104520
ENSMUSG00000026496
ENSMUSG00000026497
ENSMUSG00000103649
ENSMUSG00000103156
ENSMUSG00000038806
ENSMUSG00000066652
ENSMUSG00000026520
ENSMUSG00000038793
ENSMUSG00000062169
ENSMUSG00000050625
ENSMUSG00000004880
ENSMUSG00000026511
ENSMUSG00000038633
ENSMUSG00000043429
ENSMUSG00000101574
ENSMUSG00000039377
ENSMUSG00000103613
ENSMUSG00000026615
ENSMUSG00000097615
ENSMUSG00000026614
ENSMUSG00000039239
ENSMUSG00000100393
ENSMUSG00000001305
ENSMUSG00000026605
ENSMUSG00000099404
ENSMUSG00000079045
ENSMUSG00000103644
ENSMUSG00000103576
ENSMUSG00000037474
ENSMUSG00000097089
ENSMUSG00000016494
ENSMUSG00000026650
ENSMUSG00000109865
ENSMUSG00000026664
ENSMUSG00000097770
ENSMUSG00000039128
ENSMUSG00000025817
ENSMUSG00000085818
ENSMUSG00000079603
ENSMUSG00000061186
ENSMUSG00000026778
ENSMUSG00000037197
ENSMUSG00000026727
ENSMUSG00000026726
ENSMUSG00000026728
ENSMUSG00000063275
ENSMUSG00000053702
ENSMUSG00000051154
ENSMUSG00000037708
ENSMUSG00000037683
ENSMUSG00000109733
ENSMUSG00000026735
ENSMUSG00000086621
ENSMUSG00000087246
ENSMUSG00000026679
ENSMUSG00000026774
ENSMUSG00000026976
ENSMUSG00000036850
ENSMUSG00000036805
ENSMUSG00000087028
ENSMUSG00000078202
ENSMUSG00000026966
ENSMUSG00000026963
ENSMUSG00000026956
ENSMUSG00000036587
ENSMUSG00000015090
ENSMUSG00000036504
ENSMUSG00000052403
ENSMUSG00000047356
ENSMUSG00000079539
ENSMUSG00000059625
ENSMUSG00000036352
ENSMUSG00000085545
ENSMUSG00000075467
ENSMUSG00000026926
ENSMUSG00000026921
ENSMUSG00000014873
ENSMUSG00000014867
ENSMUSG00000049897
ENSMUSG00000009214
ENSMUSG00000036040
ENSMUSG00000000889
ENSMUSG00000086669
ENSMUSG00000026918
ENSMUSG00000087196
ENSMUSG00000063611
ENSMUSG00000026818
ENSMUSG00000087667
ENSMUSG00000026815
ENSMUSG00000026809
ENSMUSG00000026807
ENSMUSG00000079502
ENSMUSG00000069020
ENSMUSG00000039798
ENSMUSG00000039660
ENSMUSG00000026857
ENSMUSG00000039476
ENSMUSG00000026849
ENSMUSG00000026851
ENSMUSG00000076441
ENSMUSG00000039356
ENSMUSG00000086192
ENSMUSG00000026822
ENSMUSG00000026810
ENSMUSG00000026817
ENSMUSG00000009555
ENSMUSG00000038987
ENSMUSG00000085463
ENSMUSG00000026864
ENSMUSG00000035949
ENSMUSG00000026869
ENSMUSG00000026874
ENSMUSG00000026878
ENSMUSG00000026879
ENSMUSG00000086449
ENSMUSG00000026895
ENSMUSG00000026894
ENSMUSG00000047250
ENSMUSG00000068950
ENSMUSG00000000247
ENSMUSG00000035295
ENSMUSG00000026755
ENSMUSG00000086202
ENSMUSG00000026761
ENSMUSG00000026766
ENSMUSG00000086007
ENSMUSG00000053475
ENSMUSG00000061136
ENSMUSG00000026960
ENSMUSG00000075334
ENSMUSG00000026830
ENSMUSG00000026970
ENSMUSG00000075325
ENSMUSG00000026914
ENSMUSG00000035000
ENSMUSG00000087518
ENSMUSG00000000394
ENSMUSG00000000392
ENSMUSG00000034738
ENSMUSG00000005233
ENSMUSG00000005232
ENSMUSG00000086819
ENSMUSG00000027070
ENSMUSG00000042133
ENSMUSG00000068882
ENSMUSG00000042064
ENSMUSG00000075304
ENSMUSG00000075302
ENSMUSG00000014959
ENSMUSG00000085868
ENSMUSG00000027018
ENSMUSG00000084946
ENSMUSG00000023391
ENSMUSG00000097235
ENSMUSG00000086231
ENSMUSG00000055612
ENSMUSG00000027108
ENSMUSG00000018770
ENSMUSG00000050368
ENSMUSG00000043342
ENSMUSG00000101174
ENSMUSG00000042448
ENSMUSG00000027099
ENSMUSG00000075273
ENSMUSG00000075272
ENSMUSG00000075270
ENSMUSG00000056436
ENSMUSG00000051747
ENSMUSG00000044033
ENSMUSG00000027011
ENSMUSG00000034701
ENSMUSG00000097843
ENSMUSG00000027004
ENSMUSG00000026999
ENSMUSG00000070866
ENSMUSG00000027091
ENSMUSG00000034552
ENSMUSG00000027082
ENSMUSG00000050043
ENSMUSG00000027080
ENSMUSG00000034059
ENSMUSG00000027078
ENSMUSG00000027077
ENSMUSG00000027076
ENSMUSG00000027074
ENSMUSG00000027073
ENSMUSG00000027067
ENSMUSG00000044338
ENSMUSG00000075199
ENSMUSG00000075120
ENSMUSG00000040812
ENSMUSG00000027282
ENSMUSG00000005510
ENSMUSG00000005506
ENSMUSG00000002102
ENSMUSG00000002111
ENSMUSG00000002100
ENSMUSG00000097317
ENSMUSG00000027249
ENSMUSG00000040495
ENSMUSG00000027239
ENSMUSG00000027230
ENSMUSG00000085261
ENSMUSG00000068735
ENSMUSG00000075023
ENSMUSG00000087006
ENSMUSG00000027196
ENSMUSG00000027195
ENSMUSG00000027193
ENSMUSG00000075015
ENSMUSG00000027163
ENSMUSG00000085110
ENSMUSG00000087185
ENSMUSG00000027186
ENSMUSG00000027184
ENSMUSG00000032698
ENSMUSG00000032679
ENSMUSG00000087473
ENSMUSG00000027173
ENSMUSG00000074987
ENSMUSG00000005973
ENSMUSG00000086029
ENSMUSG00000027168
ENSMUSG00000042670
ENSMUSG00000027166
ENSMUSG00000042604
ENSMUSG00000109604
ENSMUSG00000027160
ENSMUSG00000041660
ENSMUSG00000074968
ENSMUSG00000027131
ENSMUSG00000055943
ENSMUSG00000068614
ENSMUSG00000027210
ENSMUSG00000009549
ENSMUSG00000078137
ENSMUSG00000027331
ENSMUSG00000086421
ENSMUSG00000027323
ENSMUSG00000055926
ENSMUSG00000085438
ENSMUSG00000027304
ENSMUSG00000027288
ENSMUSG00000027287
ENSMUSG00000023216
ENSMUSG00000027248
ENSMUSG00000027245
ENSMUSG00000027236
ENSMUSG00000027227
ENSMUSG00000027225
ENSMUSG00000035183
ENSMUSG00000027202
ENSMUSG00000027206
ENSMUSG00000060131
ENSMUSG00000097458
ENSMUSG00000027360
ENSMUSG00000027364
ENSMUSG00000027368
ENSMUSG00000050468
ENSMUSG00000027374
ENSMUSG00000079051
ENSMUSG00000084826
ENSMUSG00000027399
ENSMUSG00000027398
ENSMUSG00000027400
ENSMUSG00000027401
ENSMUSG00000027405
ENSMUSG00000027406
ENSMUSG00000027409
ENSMUSG00000037740
ENSMUSG00000037727
ENSMUSG00000074797
ENSMUSG00000027329
ENSMUSG00000027333
ENSMUSG00000027335
ENSMUSG00000086822
ENSMUSG00000037482
ENSMUSG00000086756
ENSMUSG00000027342
ENSMUSG00000086379
ENSMUSG00000084839
ENSMUSG00000037376
ENSMUSG00000086478
ENSMUSG00000027358
ENSMUSG00000027274
ENSMUSG00000045624
ENSMUSG00000074764
ENSMUSG00000051379
ENSMUSG00000074763
ENSMUSG00000086504
ENSMUSG00000008333
ENSMUSG00000027416
ENSMUSG00000015932
ENSMUSG00000027422
ENSMUSG00000027423
ENSMUSG00000027430
ENSMUSG00000002728
ENSMUSG00000037143
ENSMUSG00000027433
ENSMUSG00000027434
ENSMUSG00000053545
ENSMUSG00000087521
ENSMUSG00000037034
ENSMUSG00000086141
ENSMUSG00000037025
ENSMUSG00000074743
ENSMUSG00000087678
ENSMUSG00000036992
ENSMUSG00000055177
ENSMUSG00000027444
ENSMUSG00000027443
ENSMUSG00000027447
ENSMUSG00000068129
ENSMUSG00000067352
ENSMUSG00000061525
ENSMUSG00000027455
ENSMUSG00000068079
ENSMUSG00000074698
ENSMUSG00000074682
ENSMUSG00000032680
ENSMUSG00000074681
ENSMUSG00000049560
ENSMUSG00000019188
ENSMUSG00000042745
ENSMUSG00000009876
ENSMUSG00000027469
ENSMUSG00000074673
ENSMUSG00000056941
ENSMUSG00000027478
ENSMUSG00000027479
ENSMUSG00000027481
ENSMUSG00000027485
ENSMUSG00000085483
ENSMUSG00000038467
ENSMUSG00000027593
ENSMUSG00000047459
ENSMUSG00000005881
ENSMUSG00000067847
ENSMUSG00000046229
ENSMUSG00000067818
ENSMUSG00000027636
ENSMUSG00000027642
ENSMUSG00000063019
ENSMUSG00000027649
ENSMUSG00000044405
ENSMUSG00000037771
ENSMUSG00000074622
ENSMUSG00000078956
ENSMUSG00000070544
ENSMUSG00000070708
ENSMUSG00000035399
ENSMUSG00000053353
ENSMUSG00000017950
ENSMUSG00000035268
ENSMUSG00000018326
ENSMUSG00000040154
ENSMUSG00000017003
ENSMUSG00000017002
ENSMUSG00000045503
ENSMUSG00000017723
ENSMUSG00000017733
ENSMUSG00000074594
ENSMUSG00000070529
ENSMUSG00000001403
ENSMUSG00000056824
ENSMUSG00000017999
ENSMUSG00000042821
ENSMUSG00000056501
ENSMUSG00000085411
ENSMUSG00000027547
ENSMUSG00000086348
ENSMUSG00000087074
ENSMUSG00000086970
ENSMUSG00000052033
ENSMUSG00000043583
ENSMUSG00000027495
ENSMUSG00000027496
ENSMUSG00000027502
ENSMUSG00000028640
ENSMUSG00000027509
ENSMUSG00000027510
ENSMUSG00000027514
ENSMUSG00000054455
ENSMUSG00000027523
ENSMUSG00000016253
ENSMUSG00000016256
ENSMUSG00000016255
ENSMUSG00000016252
ENSMUSG00000016257
ENSMUSG00000050600
ENSMUSG00000078891
ENSMUSG00000078894
ENSMUSG00000060445
ENSMUSG00000039041
ENSMUSG00000015627
ENSMUSG00000038840
ENSMUSG00000087293
ENSMUSG00000016356
ENSMUSG00000016344
ENSMUSG00000038751
ENSMUSG00000027579
ENSMUSG00000038671
ENSMUSG00000000827
ENSMUSG00000046470
ENSMUSG00000038628
ENSMUSG00000023279
ENSMUSG00000062393
ENSMUSG00000031146
ENSMUSG00000031155
ENSMUSG00000031157
ENSMUSG00000031158
ENSMUSG00000039278
ENSMUSG00000031160
ENSMUSG00000031162
ENSMUSG00000031170
ENSMUSG00000079694
ENSMUSG00000008035
ENSMUSG00000000787
ENSMUSG00000051228
ENSMUSG00000037347
ENSMUSG00000031059
ENSMUSG00000001924
ENSMUSG00000001134
ENSMUSG00000036782
ENSMUSG00000081218
ENSMUSG00000096645
ENSMUSG00000006373
ENSMUSG00000059708
ENSMUSG00000016308
ENSMUSG00000036572
ENSMUSG00000036551
ENSMUSG00000016427
ENSMUSG00000073243
ENSMUSG00000095180
ENSMUSG00000006200
ENSMUSG00000064137
ENSMUSG00000068048
ENSMUSG00000036502
ENSMUSG00000087390
ENSMUSG00000037010
ENSMUSG00000079606
ENSMUSG00000036131
ENSMUSG00000055780
ENSMUSG00000031118
ENSMUSG00000031119
ENSMUSG00000055653
ENSMUSG00000055110
ENSMUSG00000025630
ENSMUSG00000061082
ENSMUSG00000036013
ENSMUSG00000054727
ENSMUSG00000073177
ENSMUSG00000058932
ENSMUSG00000053852
ENSMUSG00000031134
ENSMUSG00000067860
ENSMUSG00000045330
ENSMUSG00000031194
ENSMUSG00000062170
ENSMUSG00000086676
ENSMUSG00000015217
ENSMUSG00000053593
ENSMUSG00000031344
ENSMUSG00000031347
ENSMUSG00000079845
ENSMUSG00000057836
ENSMUSG00000071745
ENSMUSG00000073125
ENSMUSG00000067768
ENSMUSG00000031383
ENSMUSG00000002015
ENSMUSG00000002010
ENSMUSG00000002014
ENSMUSG00000031388
ENSMUSG00000031387
ENSMUSG00000001964
ENSMUSG00000015289
ENSMUSG00000015290
ENSMUSG00000031403
ENSMUSG00000031198
ENSMUSG00000031201
ENSMUSG00000031197
ENSMUSG00000073085
ENSMUSG00000046942
ENSMUSG00000035522
ENSMUSG00000025056
ENSMUSG00000095110
ENSMUSG00000096153
ENSMUSG00000035277
ENSMUSG00000035150
ENSMUSG00000043549
ENSMUSG00000025151
ENSMUSG00000057421
ENSMUSG00000078122
ENSMUSG00000045802
ENSMUSG00000031217
ENSMUSG00000034403
ENSMUSG00000031221
ENSMUSG00000015668
ENSMUSG00000009670
ENSMUSG00000031297
ENSMUSG00000042903
ENSMUSG00000047797
ENSMUSG00000031311
ENSMUSG00000079480
ENSMUSG00000051159
ENSMUSG00000032894
ENSMUSG00000079476
ENSMUSG00000031326
ENSMUSG00000086503
ENSMUSG00000031226
ENSMUSG00000031229
ENSMUSG00000031231
ENSMUSG00000073012
ENSMUSG00000050921
ENSMUSG00000054293
ENSMUSG00000031245
ENSMUSG00000062226
ENSMUSG00000025597
ENSMUSG00000034755
ENSMUSG00000051323
ENSMUSG00000067377
ENSMUSG00000052549
ENSMUSG00000000223
ENSMUSG00000048007
ENSMUSG00000031264
ENSMUSG00000045427
ENSMUSG00000031410
ENSMUSG00000058252
ENSMUSG00000060726
ENSMUSG00000042750
ENSMUSG00000057000
ENSMUSG00000047844
ENSMUSG00000051579
ENSMUSG00000050071
ENSMUSG00000031425
ENSMUSG00000023443
ENSMUSG00000052854
ENSMUSG00000051257
ENSMUSG00000031438
ENSMUSG00000047230
ENSMUSG00000031434
ENSMUSG00000072944
ENSMUSG00000042433
ENSMUSG00000031432
ENSMUSG00000031429
ENSMUSG00000054667
ENSMUSG00000067276
ENSMUSG00000072934
ENSMUSG00000041688
ENSMUSG00000094712
ENSMUSG00000025270
ENSMUSG00000086286
ENSMUSG00000025260
ENSMUSG00000041133
ENSMUSG00000067215
ENSMUSG00000050148
ENSMUSG00000046550
ENSMUSG00000072100
ENSMUSG00000057402
ENSMUSG00000025289
ENSMUSG00000071708
ENSMUSG00000041476
ENSMUSG00000067194
ENSMUSG00000031299
ENSMUSG00000087505
ENSMUSG00000055691
ENSMUSG00000031353
ENSMUSG00000040808
ENSMUSG00000031370
ENSMUSG00000040749
ENSMUSG00000015401
ENSMUSG00000031382
ENSMUSG00000031342
ENSMUSG00000079316
ENSMUSG00000049775
ENSMUSG00000086258
ENSMUSG00000055357
ENSMUSG00000098659
ENSMUSG00000027500
ENSMUSG00000104102
ENSMUSG00000103346
ENSMUSG00000040269
ENSMUSG00000027506
ENSMUSG00000103116
ENSMUSG00000027533
ENSMUSG00000062515
ENSMUSG00000027531
ENSMUSG00000027552
ENSMUSG00000078784
ENSMUSG00000027556
ENSMUSG00000027559
ENSMUSG00000027562
ENSMUSG00000074677
ENSMUSG00000100252
ENSMUSG00000027564
ENSMUSG00000027599
ENSMUSG00000027601
ENSMUSG00000049796
ENSMUSG00000011463
ENSMUSG00000063887
ENSMUSG00000074664
ENSMUSG00000039335
ENSMUSG00000039304
ENSMUSG00000043164
ENSMUSG00000027690
ENSMUSG00000102256
ENSMUSG00000027702
ENSMUSG00000027706
ENSMUSG00000037625
ENSMUSG00000027669
ENSMUSG00000027671
ENSMUSG00000037531
ENSMUSG00000027673
ENSMUSG00000105475
ENSMUSG00000027680
ENSMUSG00000027679
ENSMUSG00000074637
ENSMUSG00000106140
ENSMUSG00000027714
ENSMUSG00000027715
ENSMUSG00000084754
ENSMUSG00000054779
ENSMUSG00000106461
ENSMUSG00000106168
ENSMUSG00000086181
ENSMUSG00000037884
ENSMUSG00000074619
ENSMUSG00000102892
ENSMUSG00000037152
ENSMUSG00000063273
ENSMUSG00000102539
ENSMUSG00000102785
ENSMUSG00000048332
ENSMUSG00000027746
ENSMUSG00000027750
ENSMUSG00000027752
ENSMUSG00000027800
ENSMUSG00000027801
ENSMUSG00000036513
ENSMUSG00000074591
ENSMUSG00000105003
ENSMUSG00000100666
ENSMUSG00000027808
ENSMUSG00000027810
ENSMUSG00000075700
ENSMUSG00000070471
ENSMUSG00000097725
ENSMUSG00000043850
ENSMUSG00000050075
ENSMUSG00000051431
ENSMUSG00000103668
ENSMUSG00000095522
ENSMUSG00000036951
ENSMUSG00000027823
ENSMUSG00000043897
ENSMUSG00000027828
ENSMUSG00000027829
ENSMUSG00000047557
ENSMUSG00000051777
ENSMUSG00000027776
ENSMUSG00000034349
ENSMUSG00000027787
ENSMUSG00000097252
ENSMUSG00000027790
ENSMUSG00000034151
ENSMUSG00000027835
ENSMUSG00000099370
ENSMUSG00000104585
ENSMUSG00000027804
ENSMUSG00000034009
ENSMUSG00000028011
ENSMUSG00000102595
ENSMUSG00000033860
ENSMUSG00000033831
ENSMUSG00000027996
ENSMUSG00000057777
ENSMUSG00000023084
ENSMUSG00000028071
ENSMUSG00000019710
ENSMUSG00000004885
ENSMUSG00000004894
ENSMUSG00000028069
ENSMUSG00000028070
ENSMUSG00000051036
ENSMUSG00000104445
ENSMUSG00000001418
ENSMUSG00000074486
ENSMUSG00000074483
ENSMUSG00000028066
ENSMUSG00000008601
ENSMUSG00000028062
ENSMUSG00000041355
ENSMUSG00000091881
ENSMUSG00000068921
ENSMUSG00000059743
ENSMUSG00000041237
ENSMUSG00000028049
ENSMUSG00000064068
ENSMUSG00000042747
ENSMUSG00000027954
ENSMUSG00000028039
ENSMUSG00000027944
ENSMUSG00000042520
ENSMUSG00000027940
ENSMUSG00000027937
ENSMUSG00000001016
ENSMUSG00000001017
ENSMUSG00000044080
ENSMUSG00000074457
ENSMUSG00000001025
ENSMUSG00000056054
ENSMUSG00000056071
ENSMUSG00000042244
ENSMUSG00000106143
ENSMUSG00000056270
ENSMUSG00000078664
ENSMUSG00000068893
ENSMUSG00000074445
ENSMUSG00000050092
ENSMUSG00000103523
ENSMUSG00000045475
ENSMUSG00000068885
ENSMUSG00000096879
ENSMUSG00000027907
ENSMUSG00000041959
ENSMUSG00000097515
ENSMUSG00000028140
ENSMUSG00000028139
ENSMUSG00000005779
ENSMUSG00000005625
ENSMUSG00000008958
ENSMUSG00000015714
ENSMUSG00000038642
ENSMUSG00000097189
ENSMUSG00000054312
ENSMUSG00000038526
ENSMUSG00000015749
ENSMUSG00000068856
ENSMUSG00000015943
ENSMUSG00000087610
ENSMUSG00000028098
ENSMUSG00000038298
ENSMUSG00000057123
ENSMUSG00000049908
ENSMUSG00000105245
ENSMUSG00000027879
ENSMUSG00000027876
ENSMUSG00000027875
ENSMUSG00000053398
ENSMUSG00000027869
ENSMUSG00000027871
ENSMUSG00000027867
ENSMUSG00000053957
ENSMUSG00000033161
ENSMUSG00000027857
ENSMUSG00000105855
ENSMUSG00000068823
ENSMUSG00000027852
ENSMUSG00000070385
ENSMUSG00000027848
ENSMUSG00000027843
ENSMUSG00000032902
ENSMUSG00000002233
ENSMUSG00000068798
ENSMUSG00000074344
ENSMUSG00000000561
ENSMUSG00000010136
ENSMUSG00000040747
ENSMUSG00000098108
ENSMUSG00000094613
ENSMUSG00000070368
ENSMUSG00000087260
ENSMUSG00000055891
ENSMUSG00000004032
ENSMUSG00000000001
ENSMUSG00000085318
ENSMUSG00000068739
ENSMUSG00000027886
ENSMUSG00000048100
ENSMUSG00000049565
ENSMUSG00000045326
ENSMUSG00000027881
ENSMUSG00000051638
ENSMUSG00000074264
ENSMUSG00000027962
ENSMUSG00000068696
ENSMUSG00000106005
ENSMUSG00000000339
ENSMUSG00000027961
ENSMUSG00000106415
ENSMUSG00000033400
ENSMUSG00000033377
ENSMUSG00000033342
ENSMUSG00000028132
ENSMUSG00000053931
ENSMUSG00000028124
ENSMUSG00000039756
ENSMUSG00000106194
ENSMUSG00000023057
ENSMUSG00000054091
ENSMUSG00000027978
ENSMUSG00000027971
ENSMUSG00000106503
ENSMUSG00000027968
ENSMUSG00000027967
ENSMUSG00000046688
ENSMUSG00000104763
ENSMUSG00000028023
ENSMUSG00000106120
ENSMUSG00000105960
ENSMUSG00000028010
ENSMUSG00000105716
ENSMUSG00000106095
ENSMUSG00000027984
ENSMUSG00000097761
ENSMUSG00000028031
ENSMUSG00000028029
ENSMUSG00000028013
ENSMUSG00000106139
ENSMUSG00000028172
ENSMUSG00000045328
ENSMUSG00000028165
ENSMUSG00000053897
ENSMUSG00000054690
ENSMUSG00000046818
ENSMUSG00000106629
ENSMUSG00000091512
ENSMUSG00000028159
ENSMUSG00000028158
ENSMUSG00000012042
ENSMUSG00000028138
ENSMUSG00000105838
ENSMUSG00000040253
ENSMUSG00000028268
ENSMUSG00000028270
ENSMUSG00000028271
ENSMUSG00000004591
ENSMUSG00000106052
ENSMUSG00000104939
ENSMUSG00000037062
ENSMUSG00000074195
ENSMUSG00000068547
ENSMUSG00000074182
ENSMUSG00000028194
ENSMUSG00000028191
ENSMUSG00000036873
ENSMUSG00000105146
ENSMUSG00000036832
ENSMUSG00000105602
ENSMUSG00000036825
ENSMUSG00000028187
ENSMUSG00000028186
ENSMUSG00000028185
ENSMUSG00000103334
ENSMUSG00000070342
ENSMUSG00000039167
ENSMUSG00000028036
ENSMUSG00000039131
ENSMUSG00000028034
ENSMUSG00000039103
ENSMUSG00000086438
ENSMUSG00000038997
ENSMUSG00000038975
ENSMUSG00000105820
ENSMUSG00000062908
ENSMUSG00000078161
ENSMUSG00000085084
ENSMUSG00000028180
ENSMUSG00000040016
ENSMUSG00000055436
ENSMUSG00000042198
ENSMUSG00000068240
ENSMUSG00000045573
ENSMUSG00000028249
ENSMUSG00000047187
ENSMUSG00000086080
ENSMUSG00000050323
ENSMUSG00000028217
ENSMUSG00000028218
ENSMUSG00000086071
ENSMUSG00000028248
ENSMUSG00000095139
ENSMUSG00000107859
ENSMUSG00000028261
ENSMUSG00000028289
ENSMUSG00000086774
ENSMUSG00000040128
ENSMUSG00000028291
