1.209487805048370390e-11,1.194736237025706416e-11,1.196010738363506576e-11,1.211994914152025871e-11,1.205510344326476968e-11,1.209559709336449629e-11,1.206018097887895379e-11,1.197591678603338039e-11,1.194948653915339776e-11,1.212325292238025654e-11,1.203263183535696612e-11,1.196465669595081494e-11,1.192411794304071293e-11,1.204790867764815587e-11,1.196528553321085653e-11
1.212947103867989540e-11,1.200008929030937921e-11,1.209871612617430259e-11,1.205806461623826209e-11,1.209322746109631197e-11,1.196679734472017032e-11,1.212686374929550226e-11,1.210955814789915763e-11,1.212482458184949152e-11,1.228232099359516383e-11,1.208452261869386035e-11,1.208731725821365899e-11,1.200653031857568109e-11,1.207890731880212343e-11,1.195983676677281338e-11
1.197601826735672503e-11,1.212178187687262820e-11,1.204190046288911020e-11,1.216422188671240079e-11,1.192583445192019198e-11,1.192332864385914348e-11,1.199744817381720452e-11,1.197949725528779652e-11,1.208901381777316431e-11,1.194114859076611523e-11,1.200761972491859453e-11,1.245172628200341691e-11,1.192328180632529211e-11,1.195780367085896856e-11,1.201242837839400224e-11
1.200212412094670000e-11,1.217560254007654663e-11,1.198836949850567990e-11,1.200057848232960467e-11,1.211326004779689214e-11,1.194330051523806446e-11,1.193467547011550778e-11,1.210781995497622887e-11,1.194756880235070540e-11,1.199279391073115875e-11,1.227669528536257104e-11,1.207694708127426964e-11,1.198573098409871918e-11,1.192896129098564018e-11,1.199146771463377448e-11
1.210375289578680125e-11,1.195745238935508326e-11,1.192924318355048641e-11,1.196913835405100102e-11,1.211995174360547267e-11,1.206218198240849304e-11,1.202363729413402638e-11,1.200446079346884076e-11,1.192761254348306821e-11,1.212984573895070639e-11,1.206350210697371139e-11,1.225197460846816355e-11,1.192913910014192780e-11,1.207393646868171189e-11,1.195877945281420551e-11
1.193830017481856132e-11,1.192218632845021276e-11,1.200873341739017164e-11,1.202680316447768405e-11,1.226113828523001104e-11,1.197191044216561195e-11,1.194863565728843113e-11,1.236325278264338579e-11,1.212041318005008250e-11,1.199259528489315940e-11,1.230574756677649262e-11,1.196750597926010684e-11,1.199565013293435456e-11,1.203418961703839329e-11,1.200150569202751427e-11
1.214997980697463120e-11,1.192803061184077862e-11,1.219856247264283766e-11,1.207044880713326052e-11,1.201237807141319891e-11,1.202136133693354481e-11,1.192936287947032881e-11,1.196014381282806127e-11,1.193735561788589195e-11,1.202736955169259048e-11,1.193132918853034852e-11,1.193023631274048313e-11,1.201907236930699341e-11,1.200854953670171810e-11,1.192611374239982425e-11
1.193387489523134448e-11,1.193858293474514554e-11,1.207771122696543742e-11,1.197912775918741346e-11,1.192339196126601664e-11,1.198051380324471893e-11,1.201524209987203662e-11,1.196688061144701720e-11,1.192372763025861815e-11,1.195899976269565457e-11,1.199047892225246770e-11,1.214164619539603862e-11,1.218987584483688380e-11,1.212532591693404882e-11,1.202641805586601720e-11
1.192673650812769992e-11,1.207006716796854562e-11,1.241124564232976013e-11,1.205527518088889138e-11,1.210385350974840790e-11,1.229006826863887625e-11,1.212875373052257899e-11,1.193435020946376213e-11,1.196081601817500228e-11,1.205726490871583678e-11,1.196861186547604206e-11,1.213462663685049847e-11,1.192649191211758719e-11,1.195523888219973685e-11,1.219070330793492474e-11
1.197802534241843020e-11,1.195167055600965256e-11,1.202233278208009182e-11,1.215960578754282650e-11,1.195395518682751401e-11,1.217702067651815767e-11,1.227239750795083850e-11,1.202118786458594712e-11,1.204113631719794242e-11,1.207623150784042920e-11,1.237153695460291303e-11,1.196421347410270286e-11,1.216365723422097034e-11,1.216373876622434125e-11,1.226596862274886846e-11
1.199144603059032477e-11,1.192948691219886115e-11,1.195381207214074593e-11,1.230873042379343474e-11,1.200210677371194024e-11,1.250826612425592899e-11,1.210071626234210385e-11,1.199554084535536802e-11,1.201462627303806485e-11,1.258097619138975887e-11,1.206654481195057471e-11,1.217687235766096165e-11,1.201108830450881015e-11,1.196684765170097364e-11,1.193464077564598824e-11
1.197909826888832185e-11,1.195702131057130302e-11,1.196879314407928163e-11,1.209368716281744582e-11,1.201625778046722104e-11,1.195355793515151532e-11,1.192255322246538185e-11,1.192785800685491893e-11,1.221460779743388514e-11,1.202607978478820172e-11,1.225622034417561679e-11,1.201861180022412157e-11,1.203815953171316622e-11,1.208319121842604815e-11,1.207910334255490881e-11
1.203747605066363136e-11,1.202105689296351088e-11,1.196353866667054788e-11,1.209976823596248252e-11,1.199611677354939232e-11,1.193839298252452608e-11,1.193948152150570152e-11,1.192913910014192780e-11,1.226052245839603927e-11,1.201990416921372429e-11,1.196476164672111153e-11,1.194231345758023366e-11,1.196578947038062779e-11,1.192474070876858860e-11,1.193035861074553949e-11
1.204539940014015542e-11,1.207629135580035040e-11,1.227238449752476868e-11,1.204537337928801577e-11,1.196171633965903425e-11,1.195742810322641958e-11,1.197306576800061251e-11,1.193400933630073268e-11,1.202369020320004367e-11,1.200164967407602035e-11,1.215662032844067042e-11,1.192954762752052034e-11,1.199313478389418819e-11,1.215430707468545535e-11,1.199086142877892058e-11
1.210675483476197911e-11,1.214509048885759057e-11,1.221158070496830561e-11,1.198352875264596662e-11,1.195502464385045371e-11,1.195682355209504166e-11,1.195555980604279256e-11,1.194724787850764969e-11,1.193067433041816727e-11,1.202452026838329857e-11,1.199649147382020331e-11,1.194925495356935485e-11,1.194464058912325655e-11,1.199389459277666603e-11,1.193965065704460926e-11
1.202027886948453528e-11,1.219265920865408859e-11,1.210074835472640942e-11,1.195810724746726450e-11,1.207704509315066232e-11,1.212612822654168809e-11,1.195871613540733236e-11,1.196974377254411692e-11,1.197426359456077449e-11,1.197953455184253002e-11,1.223791901150406147e-11,1.207733739405636442e-11,1.224897700630167563e-11,1.231492425396440993e-11,1.205126276548895703e-11
1.226497983036756168e-11,1.201967952252358529e-11,1.194567708640015269e-11,1.221061706607740049e-11,1.221040629717506931e-11,1.210626564274175365e-11,1.204806740484620775e-11,1.198655064094111822e-11,1.198589491546719898e-11,1.200053077743401531e-11,1.192220107359975856e-11,1.192812341954674338e-11,1.194637184315228140e-11,1.192315256942633184e-11,1.201735499306577637e-11
