5.953450454398989677e-04,-3.071920946240425110e-04,-1.442498061805963516e-03,-1.085930969566106796e-03,-6.662934320047497749e-04,-1.448796538170427084e-04,-6.209391285665333271e-04,-1.796206342987716198e-03,-5.211598545429296792e-05,-7.041863864287734032e-04,-2.485174336470663548e-04,3.327796321173082106e-06,1.585997641086578369e-03,-8.683654014021158218e-04,1.217376440763473511e-03,1.878307230072095990e-04,-1.378284418024122715e-03,1.214053947478532791e-03,-9.672844316810369492e-04,-2.343266387470066547e-04
-9.274266194552183151e-04,1.662173075601458549e-03,1.026274752803146839e-03,-7.325106416828930378e-04,-7.039643824100494385e-04,-1.577921211719512939e-03,-1.666255411691963673e-03,-1.161302672699093819e-03,1.676548155955970287e-03,-6.398521363735198975e-04,1.034491924656322226e-05,6.578896427527070045e-04,-8.625693735666573048e-04,7.039070478640496731e-04,-2.238383516669273376e-03,4.425542283570393920e-05,-1.612378400750458241e-03,-3.491361276246607304e-04,-1.992726698517799377e-03,-1.202815212309360504e-03
2.648883266374468803e-03,3.386824973858892918e-04,-2.509171143174171448e-03,-5.045947618782520294e-04,-2.655794611200690269e-03,-4.880065971519798040e-04,3.055093577131628990e-03,-5.721669876947999001e-04,-1.436717109754681587e-03,-9.851307841017842293e-04,-3.236258344259113073e-04,-3.669560828711837530e-04,2.480839844793081284e-03,1.185645465739071369e-03,-1.611857325769960880e-03,1.529459957964718342e-03,2.279404143337160349e-04,1.736625563353300095e-04,6.297294166870415211e-04,-1.484044361859560013e-03
7.224031724035739899e-04,1.225654268637299538e-04,-4.050288116559386253e-04,-1.710346667096018791e-03,-4.178789968136698008e-04,2.817203989252448082e-03,-2.091893926262855530e-03,-9.724529809318482876e-04,2.160511212423443794e-03,-6.095084827393293381e-04,-4.176264163106679916e-03,1.736451522447168827e-03,3.261219011619687080e-03,-5.819060024805366993e-04,2.219498157501220703e-03,1.988583477213978767e-03,-8.424944244325160980e-04,-1.053731422871351242e-03,4.394272982608526945e-04,-1.621680567041039467e-03
-3.221999213565140963e-04,7.494844030588865280e-04,-1.236858370248228312e-04,-4.762939643114805222e-04,2.644888125360012054e-03,-1.407138071954250336e-03,-1.567912637256085873e-03,-3.933491185307502747e-03,-8.333799196407198906e-04,2.465538564138114452e-04,2.402005949988961220e-03,9.254178148694336414e-04,-2.071131719276309013e-03,3.535063588060438633e-04,-1.846644794568419456e-03,-1.757498481310904026e-03,1.462033600546419621e-03,2.678629942238330841e-03,1.883232849650084972e-03,1.280667143873870373e-03
-8.506109588779509068e-04,6.639229832217097282e-04,-2.382643870078027248e-04,-5.697882152162492275e-04,4.925988832837902009e-05,-2.982456644531339407e-04,-5.688250530511140823e-04,3.014836984220892191e-04,4.921747604385018349e-04,8.058194653131067753e-04,-1.316488633165135980e-04,-1.779336598701775074e-03,4.781711904797703028e-04,-1.287015969865024090e-03,-2.246045274659991264e-03,-1.640831178519874811e-04,-2.006065042223781347e-04,-9.617292089387774467e-04,4.664217121899127960e-04,-4.984488477930426598e-04
-2.638317237142473459e-04,1.936237458721734583e-05,1.402721507474780083e-03,1.112169353291392326e-03,-5.914957728236913681e-05,6.033571116859093308e-05,5.274910363368690014e-04,1.117868931032717228e-03,3.744674380868673325e-03,7.315209368243813515e-04,2.241895301267504692e-03,-1.384516595862805843e-03,3.357212990522384644e-04,-1.056082430295646191e-03,2.302667824551463127e-03,-5.368838901631534100e-04,2.772516105324029922e-03,7.805175264365971088e-04,3.539454191923141479e-04,8.388067362830042839e-05
2.894273202400654554e-04,-4.655575685319490731e-05,3.332375548779964447e-03,-1.781140686944127083e-03,4.387563676573336124e-04,-7.460538181476294994e-04,6.058408180251717567e-04,-1.467471709474921227e-03,3.141274442896246910e-03,-3.186187313986010849e-05,6.505891215056180954e-04,1.244433107785880566e-03,-7.713290397077798843e-04,2.039934479398652911e-04,1.834189868532121181e-03,1.177266938611865044e-03,-4.423729609698057175e-03,-3.119213797617703676e-04,-1.860737567767500877e-03,-1.776781515218317509e-03
1.605435740202665329e-03,7.728605414740741253e-04,-1.343457377515733242e-03,-6.701143574900925159e-04,1.275449903914704919e-04,3.629366692621260881e-04,1.579914125613868237e-03,6.260203081183135509e-04,-9.931218810379505157e-04,-4.689136694651097059e-04,-3.552788402885198593e-04,-1.993420068174600601e-03,-4.011675191577523947e-04,6.965855136513710022e-04,1.225271145813167095e-03,-1.979356748051941395e-04,-9.218019549734890461e-04,-6.844506133347749710e-04,-2.132836030796170235e-03,1.786555745638906956e-03
1.220822334289550781e-03,9.367549209855496883e-04,7.325058686546981335e-04,-2.228656521765515208e-04,2.339164166187401861e-05,-7.028217078186571598e-05,-1.726527407299727201e-04,-2.640558639541268349e-03,-2.111958892783150077e-04,8.219988085329532623e-04,1.314827241003513336e-03,1.097050961107015610e-03,-9.647679980844259262e-04,-1.930704107508063316e-03,5.943430005572736263e-04,1.467151101678609848e-03,6.653597229160368443e-04,-3.538611417752690613e-05,9.570468100719153881e-04,-2.417753130430355668e-04
-4.535446933005005121e-04,4.152058158069849014e-03,-9.024667087942361832e-04,1.383747789077460766e-03,1.088266726583242416e-03,1.438064500689506531e-03,2.895226352848112583e-04,1.174905337393283844e-03,-3.009097883477807045e-03,6.498319562524557114e-04,-1.302626216784119606e-03,6.580670364201068878e-03,-2.772141015157103539e-03,1.233607763424515724e-03,-7.703768787905573845e-04,1.423034118488430977e-03,-1.049606362357735634e-03,-1.691881800070405006e-03,-3.555796283762902021e-04,1.165715395472943783e-03
-1.772491523297503591e-04,-3.132390265818685293e-04,-2.206054050475358963e-03,8.688769885338842869e-04,8.291176636703312397e-04,-2.530823403503745794e-04,1.157041639089584351e-03,-5.527655011974275112e-04,-2.897941740229725838e-04,-5.409342120401561260e-04,1.002234173938632011e-03,-3.098052460700273514e-03,-1.122719491831958294e-03,-1.185100642032921314e-03,-1.359630492515861988e-03,-1.427332288585603237e-03,1.960032852366566658e-03,-1.417584833689033985e-03,-6.702176178805530071e-04,-9.949955856427550316e-04
7.546531560365110636e-05,1.894766115583479404e-03,-8.611584053141996264e-05,8.723503560759127140e-04,1.541458914289250970e-04,6.233750027604401112e-04,-9.511601529084146023e-04,1.107283751480281353e-03,3.041177988052368164e-04,2.337876940146088600e-03,-6.791235064156353474e-04,-2.506131073459982872e-03,5.075574736110866070e-04,-4.065358662046492100e-04,-6.440173456212505698e-05,2.592611599538940936e-05,3.181785868946462870e-04,2.581832231953740120e-04,7.637348026037216187e-04,1.923527335748076439e-03
7.210402691271156073e-05,-7.310122018679976463e-04,1.025930512696504593e-03,-1.762321771821007133e-04,-1.063121831975877285e-03,2.012542681768536568e-03,-1.323508040513843298e-04,2.742097945883870125e-03,-4.003847716376185417e-04,-2.228728029876947403e-03,-4.477866459637880325e-03,1.252438640221953392e-03,1.949399942532181740e-03,-4.117330245207995176e-04,-7.060357165755704045e-05,-3.541993501130491495e-04,1.959128421731293201e-04,1.368731260299682617e-03,3.229663707315921783e-04,-1.147356932051479816e-03
-5.724003422074019909e-04,-1.266788807697594166e-03,-9.253594325855374336e-04,2.564337570220232010e-03,-8.703875355422496796e-04,-1.904504169942811131e-04,-7.747033669147640467e-05,-8.718668832443654537e-04,-1.475542900152504444e-03,1.654533116379752755e-04,-1.591170439496636391e-04,6.843245937488973141e-04,-1.103946357034146786e-03,1.827701926231384277e-04,-1.235762028954923153e-03,-1.630290411412715912e-03,5.777294281870126724e-04,-6.716148345731198788e-04,-7.730345823802053928e-04,2.850571880117058754e-03
3.995755687355995178e-03,-2.186907222494482994e-03,-1.248493208549916744e-03,-1.283656340092420578e-03,-1.023002478177659214e-04,2.008538926020264626e-03,8.355242316611111164e-04,-1.309914398007094860e-03,7.519697537645697594e-04,-7.879803306423127651e-04,3.920875024050474167e-03,3.302344121038913727e-03,1.072043552994728088e-03,3.549193206708878279e-04,-9.574242285452783108e-04,1.481926417909562588e-03,1.094857696443796158e-03,1.311210216954350471e-03,-1.895667752251029015e-03,5.810139191453345120e-05
-2.013071672990918159e-03,7.693786756135523319e-04,1.777732395566999912e-03,-2.301787724718451500e-03,2.885753056034445763e-03,-2.783575037028640509e-04,6.123778439359739423e-05,8.649429073557257652e-04,1.450027106329798698e-03,6.890618242323398590e-04,-2.310339827090501785e-03,1.056784531101584435e-03,-2.958163095172494650e-04,2.207196550443768501e-03,-1.160648651421070099e-03,-1.065817414200864732e-04,-2.561780391260981560e-03,-1.735203666612505913e-03,1.036060624755918980e-03,-1.225382438860833645e-03
